1.000000E+005	0.0373699020	0.0090900483	0.0048731621	0.0621185395	0.0007218544	0.0881113387	0.0003930436	0.0786087220	0.0011091508	0.1661453358	0.0238413214	1512.3278394218	0.2468004803	0.0001344918	716.5543316519	0.3906813234	8.984214E-005	0.0001843502	7.878213E-006	0.0163494345	0.8843519042	50.4075270972	0.0054168882	0.0018174946	0.0018174946	0.0010000000	0.0012075893	0.0012075893	82.3811654709	0.0038749031	0.0065248369	0.000000E+000	0.0044168882	0.0005867727	-0.0009727376	0.0014546930	0.0014053310	1.471962E-005	9.2120196995	0.0100765965	0.8864777616	1.0000000000	4609.5073265752	82.3811654709
2.000000E+005	0.0395499991	0.0091508348	0.0045576882	0.0582988929	0.0007430489	0.0900303280	0.0003859989	0.0771997831	0.0011232954	0.1666548719	0.0228369146	1445.5408057600	0.2537303040	0.0001347252	776.3053320418	0.4132652595	9.135218E-005	0.0001775594	7.588007E-006	0.0157684562	0.8830325152	50.4265430673	0.0056045808	0.0017699791	0.0017699791	0.0010000000	0.0012192086	0.0012192086	80.9828254294	0.0040998975	0.0067748306	0.000000E+000	0.0046045808	0.0004971472	-0.0009734503	0.0014546930	0.0013373330	1.595073E-005	9.0549986250	0.0101687220	0.8818229899	0.9900000000	4674.5480193062	80.9828254294
3.000000E+005	0.0381756977	0.0094884409	0.0048846407	0.0609117167	0.0007009230	0.0859768760	0.0003962848	0.0792569658	0.0010826384	0.1637768939	0.0245083889	1431.8404845147	0.2589430111	0.0001299466	755.9866070930	0.4173668609	9.402187E-005	0.0001903710	8.135513E-006	0.0168935437	0.8830325152	50.4169354869	0.0054657099	0.0019177989	0.0019177989	0.0010000000	0.0012001171	0.0012001171	82.4311392215	0.0038749031	0.0067998300	0.000000E+000	0.0044657099	0.0006294681	-0.0009712330	0.0014546930	0.0014258115	1.477399E-005	9.0968725782	0.0100119343	0.8832399325	0.9800000000	4665.0798888899	82.4311392215
4.000000E+005	0.0368738706	0.0095471352	0.0049293275	0.0633989236	0.0007011771	0.0855472598	0.0004005852	0.0801170336	0.0010961520	0.1651032639	0.0236016627	1441.8241277757	0.2562059865	0.0001314354	752.0853458409	0.4216890038	9.473677E-005	0.0001862862	7.960950E-006	0.0165808107	0.8843519042	50.4054411044	0.0053236710	0.0018718738	0.0018718738	0.0010000000	0.0012046701	0.0012046701	83.3747156321	0.0038999025	0.0066248344	0.000000E+000	0.0043236710	0.0005511743	-0.0009719219	0.0014546930	0.0014537962	1.533129E-005	9.2120196995	0.0105730892	0.8864024630	0.9700000000	4733.0041162033	83.3747156321
5.000000E+005	0.0370649722	0.0093423912	0.0048870552	0.0629914251	0.0007186818	0.0885115159	0.0003890956	0.0778191120	0.0010879239	0.1643452822	0.0232826258	1449.4501708936	0.2554716409	0.0001338575	762.9505339019	0.4166905693	9.028988E-005	0.0001846842	7.892486E-006	0.0166950744	0.8843519042	50.4046539340	0.0053479615	0.0018325314	0.0018325314	0.0010000000	0.0012113585	0.0012113585	83.8122796930	0.0039499013	0.0067998300	0.000000E+000	0.0043479615	0.0005172750	-0.0009725120	0.0014546930	0.0014572511	1.578816E-005	9.2120196995	0.0107954783	0.8858199149	0.9600000000	4733.0085539625	83.8122796930
6.000000E+005	0.0417005993	0.0087199588	0.0040869186	0.0539564093	0.0007483708	0.0919860679	0.0003815359	0.0763071706	0.0011192591	0.1672284861	0.0227214765	1373.3680161955	0.2713180233	0.0001369701	790.7300903145	0.3981072486	9.194788E-005	0.0001745677	7.460157E-006	0.0156765030	0.8843519042	50.4292930611	0.0058749510	0.0017033026	0.0017033026	0.0010000000	0.0012246358	0.0012246358	81.3794405140	0.0040248994	0.0070498238	0.000000E+000	0.0048749510	0.0005075088	-0.0009744505	0.0014546930	0.0012948996	1.453735E-005	9.2120196995	0.0095193522	0.8792727449	0.9500000000	4220.5970990316	81.3794405140
7.000000E+005	0.0403915452	0.0086527396	0.0042184174	0.0565041747	0.0007493316	0.0922183808	0.0003807713	0.0761542504	0.0011110564	0.1664679838	0.0223376919	1320.4000690308	0.2822309305	0.0001361890	852.2517738362	0.3605139112	8.909120E-005	0.0001737076	7.423402E-006	0.0152516753	0.8843519042	50.4255552200	0.0057258061	0.0016998497	0.0016998497	0.0010000000	0.0012170132	0.0012170132	82.4330391740	0.0040248994	0.0067248319	0.000000E+000	0.0047258061	0.0004910243	-0.0009745023	0.0014546930	0.0013356000	1.483626E-005	9.2120196995	0.0098309576	0.8812333898	0.9400000000	4276.0422051518	82.4330391740
8.000000E+005	0.0417057404	0.0085947332	0.0040275404	0.0539835798	0.0007731641	0.0948767507	0.0003700500	0.0740099919	0.0011329755	0.1678628864	0.0220481080	1319.9783677470	0.2817596630	0.0001377493	785.5063065403	0.3987320856	8.693343E-005	0.0001693926	7.238999E-006	0.0149904538	0.8843519042	50.1215015083	0.0058676026	0.0016611264	0.0016611264	0.0010000000	0.0012246780	0.0012246780	80.9660508487	0.0040748981	0.0065748356	0.000000E+000	0.0048676026	0.0004481689	-0.0009750831	0.0014546930	0.0013078093	1.506371E-005	9.1544461388	0.0097421937	0.8797072450	0.9300000000	4340.6897287973	80.9660508487
9.000000E+005	0.0423407060	0.0083744314	0.0038666936	0.0529453497	0.0007674690	0.0945171117	0.0003743105	0.0748621058	0.0011348026	0.1686815291	0.0212993785	1276.7542820639	0.2874441958	0.0001351628	785.4305542760	0.3984456830	9.050676E-005	0.0001666369	7.121236E-006	0.0145066837	0.8843519042	50.4349378938	0.0059091541	0.0016270529	0.0016270529	0.0010000000	0.0012137872	0.0012137872	82.2026449339	0.0040998975	0.0071498213	0.000000E+000	0.0049091541	0.0004408623	-0.0009755942	0.0014546930	0.0012793481	1.488605E-005	9.2120196995	0.0096004176	0.8787916047	0.9200000000	4251.7498462421	82.2026449339
1.000000E+006	0.0421184434	0.0083551901	0.0038894548	0.0534213844	0.0007502339	0.0931286457	0.0003789825	0.0757965017	0.0011187942	0.1678829312	0.0220448829	1313.3229338479	0.2842693531	0.0001333662	785.1658024144	0.4004658274	9.075237E-005	0.0001725287	7.373022E-006	0.0148803857	0.8843519042	50.4325682757	0.0058792483	0.0016689932	0.0016689932	0.0010000000	0.0012090084	0.0012090084	82.8936276593	0.0040248994	0.0071998200	0.000000E+000	0.0048792483	0.0004871003	-0.0009749651	0.0014546930	0.0012939617	1.470491E-005	9.2120196995	0.0095933618	0.8776353325	0.9100000000	4270.0857790598	82.8936276593
